fuel_type,num_doors,body_style,wheel_base,engine_size,bore,stroke,horsepower,peak_rpm,city_mpg,highway_mpg,price,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo
0.0,4,4.0,103.3,122,3.34,3.46,88,5000,24,30,8921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,95.9,156,3.60,3.90,145,5000,19,24,12964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,86.6,92,2.91,3.41,58,4800,49,54,6479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,86.6,92,2.91,3.41,76,6000,31,38,6855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,79,2.91,3.07,60,5500,38,42,5399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,92,2.91,3.41,76,6000,30,34,6529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,92,2.91,3.41,76,6000,30,34,7129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.5,92,2.91,3.41,76,6000,30,34,7295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,4.0,96.5,92,2.92,3.41,76,6000,30,34,7295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,96.5,110,3.15,3.58,86,5800,27,33,7895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,96.5,110,3.15,3.58,86,5800,27,33,9095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.5,110,3.15,3.58,86,5800,27,33,8845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.5,110,3.15,3.58,86,5800,27,33,10295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.5,110,3.15,3.58,101,5800,24,28,12945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,2.0,96.5,110,3.15,3.58,100,5500,25,31,10345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,94.3,111,3.31,3.23,78,4800,24,29,6785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,96.0,119,3.43,3.23,90,5000,24,29,11048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,113.0,258,3.63,4.17,176,4750,15,19,32250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,113.0,258,3.63,4.17,176,4750,15,19,35550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,2.0,102.0,326,3.54,2.76,262,5000,13,17,36000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.1,91,3.03,3.15,68,5000,30,31,5195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.1,91,3.03,3.15,68,5000,31,38,6095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.1,91,3.03,3.15,68,5000,31,38,6795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,93.1,91,3.03,3.15,68,5000,31,38,6695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,93.1,91,3.08,3.15,68,5000,31,38,7395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,98.8,122,3.39,3.39,84,4800,26,32,8845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,98.8,122,3.39,3.39,84,4800,26,32,8495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,98.8,122,3.39,3.39,84,4800,26,32,10595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,98.8,122,3.39,3.39,84,4800,26,32,10245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,1.0,98.8,122,3.39,3.39,84,4800,26,32,11245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,104.9,140,3.76,3.16,120,5000,19,27,18280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,2.0,104.9,134,3.43,3.64,72,4200,31,39,18344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,2.0,110.0,183,3.58,3.64,123,4350,22,25,25552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,4,4.0,110.0,183,3.58,3.64,123,4350,22,25,28248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,3.0,106.7,183,3.58,3.64,123,4350,22,25,28176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,4,2.0,115.6,183,3.58,3.64,123,4350,22,25,31600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,115.6,234,3.46,3.10,155,4750,16,18,34184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,0.0,96.6,234,3.46,3.10,155,4750,16,18,35056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,4,2.0,120.9,308,3.80,3.35,184,4500,14,16,40960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,3.0,112.0,304,3.80,3.35,184,4500,14,16,45400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,102.7,140,3.78,3.12,175,5000,19,24,16503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,92,2.97,3.23,68,5500,37,41,5389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,92,2.97,3.23,68,5500,31,38,6189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.7,92,2.97,3.23,68,5500,31,38,6669,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,93.0,98,3.03,3.39,102,5500,24,30,7689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,96.3,110,3.17,3.46,116,5500,23,30,9959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,96.3,122,3.35,3.46,88,5000,25,32,8499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,95.9,156,3.58,3.86,145,5000,19,24,12629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,95.9,156,3.59,3.86,145,5000,19,24,14869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,1.0,95.9,156,3.59,3.86,145,5000,19,24,14489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.3,122,3.35,3.46,88,5000,25,32,6989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.3,122,3.35,3.46,88,5000,25,32,8189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.3,110,3.17,3.46,116,5500,23,30,9279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,4,2.0,96.3,110,3.17,3.46,116,5500,23,30,9279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,2,2.0,94.5,97,3.15,3.29,69,5200,31,37,5499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,2.0,94.5,103,2.99,3.47,55,4800,45,50,7099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,2.0,94.5,97,3.15,3.29,69,5200,31,37,6649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,94.5,97,3.15,3.29,69,5200,31,37,6849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,4.0,94.5,97,3.15,3.29,69,5200,31,37,7349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,2.0,94.5,97,3.15,3.29,69,5200,31,37,7299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,1.0,94.5,97,3.15,3.29,69,5200,31,37,7799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,94.5,97,3.15,3.29,69,5200,31,37,7499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,4.0,94.5,97,3.15,3.29,69,5200,31,37,7999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,3.0,95.1,97,3.15,3.29,69,5200,31,37,8249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,1.0,97.2,120,3.33,3.47,97,5200,27,34,8949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,97.2,120,3.33,3.47,97,5200,27,34,9549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,100.4,181,3.43,3.27,152,5200,17,22,13499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,4.0,100.4,181,3.43,3.27,152,5200,17,22,14399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,100.4,181,3.43,3.27,152,5200,19,25,13499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,1.0,91.3,181,3.43,3.27,160,5200,19,25,17199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,1.0,91.3,181,3.43,3.27,200,5200,17,23,19699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,1.0,99.2,181,3.43,3.27,160,5200,19,25,18399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,4,2.0,107.9,120,3.46,3.19,97,5000,19,24,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,4,2.0,107.9,152,3.70,3.52,95,4150,28,33,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,4.0,114.2,120,3.46,3.19,97,5000,19,24,12440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,4,4.0,114.2,152,3.70,3.52,95,4150,25,25,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,2.0,107.9,120,3.46,2.19,95,5000,19,24,15580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,4,2.0,107.9,152,3.70,3.52,95,4150,28,33,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,4.0,114.2,120,3.46,2.19,95,5000,19,24,16695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,4,4.0,114.2,152,3.70,3.52,95,4150,25,25,17075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,2.0,107.9,120,3.46,3.19,97,5000,19,24,16630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,4,2.0,107.9,152,3.70,3.52,95,4150,28,33,17950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,4,2.0,108.0,134,3.61,3.21,142,5600,18,24,18150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,2,1.0,93.7,90,2.97,3.23,68,5500,37,41,5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,2,1.0,93.7,98,3.03,3.39,102,5500,24,30,7957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,4,1.0,93.7,90,2.97,3.23,68,5500,31,38,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,4,2.0,93.7,90,2.97,3.23,68,5500,31,38,6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,4,2.0,93.7,98,2.97,3.23,68,5500,31,38,7609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,4,4.0,103.3,122,3.35,3.46,88,5000,24,30,8921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,2,1.0,95.9,156,3.59,3.86,145,5000,19,24,12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,2,1.0,94.5,151,3.94,3.11,143,5500,19,27,22018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,3.0,89.5,194,3.74,2.90,207,5900,17,25,32528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,3.0,89.5,194,3.74,2.90,207,5900,17,25,34028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,0.0,89.5,194,3.74,2.90,207,5900,17,25,37028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,2,1.0,99.1,121,3.54,3.07,110,5250,21,28,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,4,2.0,99.1,121,3.54,3.07,110,5250,21,28,12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,1.0,99.1,121,2.54,2.07,110,5250,21,28,15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,4,2.0,99.1,121,3.54,3.07,110,5250,21,28,15510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,1.0,99.1,121,3.54,3.07,160,5500,19,26,18150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,4,2.0,99.1,121,3.54,3.07,160,5500,19,26,18620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,2,1.0,93.7,97,3.62,2.36,69,4900,31,36,5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2,1.0,93.7,108,3.62,2.64,73,4400,26,31,7053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2,1.0,93.3,108,3.62,2.64,73,4400,26,31,7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,2.0,97.2,108,3.62,2.64,82,4800,32,37,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,2.0,97.2,108,3.62,2.64,82,4400,28,33,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,2.0,97.2,108,3.62,2.64,94,5200,26,32,9960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,2.0,97.0,108,3.62,2.64,82,4800,24,25,9233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,2.0,97.0,108,3.62,2.64,111,4800,24,29,11259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,4.0,97.0,108,3.62,2.64,82,4800,28,32,7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,4.0,97.0,108,3.62,2.64,94,5200,25,31,10198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,4.0,96.9,108,3.62,2.64,82,4800,23,29,8013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,4,4.0,96.9,108,3.62,2.64,111,4800,23,23,11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,2,1.0,95.7,92,3.05,3.03,62,4800,35,39,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,95.7,92,3.05,3.03,62,4800,31,38,6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,1.0,95.7,92,3.05,3.03,62,4800,31,38,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,4.0,95.7,92,3.05,3.03,62,4800,31,37,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,4.0,95.7,92,3.05,3.03,62,4800,27,32,7898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,4.0,95.7,92,3.05,3.03,62,4800,27,32,8778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,95.7,98,3.19,3.03,70,4800,30,37,6938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,1.0,95.7,98,3.19,3.03,70,4800,30,37,7198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,4,2.0,95.7,110,3.27,3.35,56,4500,34,36,7898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,4,1.0,95.7,110,3.27,3.35,56,4500,38,47,7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,95.7,98,3.19,3.03,70,4800,38,47,7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,1.0,95.7,98,3.19,3.03,70,4800,28,34,8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,95.7,98,3.19,3.03,70,4800,28,34,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,2.0,94.5,98,3.19,3.03,70,4800,29,34,8058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,94.5,98,3.19,3.03,70,4800,29,34,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,2.0,94.5,98,3.24,3.08,112,6600,26,29,9298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,94.5,98,3.24,3.08,112,6600,26,29,9538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,3.0,98.4,146,3.62,3.50,116,4800,24,30,8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,3.0,98.4,146,3.62,3.50,116,4800,24,30,9639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,98.4,146,3.62,3.50,116,4800,24,30,9989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,3.0,98.4,146,3.62,3.50,116,4800,24,30,11199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,98.4,146,3.62,3.50,116,4800,24,30,11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,0.0,98.4,146,3.62,3.50,116,4800,24,30,17669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,102.4,122,3.31,3.54,92,4200,29,34,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,4,2.0,102.4,110,3.27,3.35,73,4500,30,33,10698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,1.0,102.4,122,3.31,3.54,92,4200,27,32,9988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,102.4,122,3.31,3.54,92,4200,27,32,10898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,1.0,102.4,122,3.31,3.54,92,4200,27,32,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,102.9,171,3.27,3.35,161,5200,20,24,16558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,1.0,102.9,171,3.27,3.35,161,5200,19,24,15998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,2.0,104.5,171,3.27,3.35,156,5200,20,24,15690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,4,4.0,104.5,161,3.27,3.35,156,5200,19,24,15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2.0,97.3,97,3.01,3.40,52,4800,37,46,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,2,2.0,97.3,109,3.19,3.40,85,5250,27,34,7975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,4,2.0,97.3,97,3.01,3.40,52,4800,37,46,7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,4,2.0,97.3,109,3.19,3.40,85,5250,27,34,8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
